Emp_ID,Name,Sex,DOB,Age,Join_Date,Tenure,Gross_Pay,Net_Pay,Deductions,Deduction_perc,Role,Dept
3395,'Ulysses Barajas',M,04/06/1979,41,13/11/2006,164,215470,140352.5,75117.5,34.86,'Shift Manager..Platform Operations','Platform Operations'
5349,'Dorian Villegas',M,30/03/1980,40,17/05/2010,121,284922.5,212150,72772.5,25.54,'Manager..Account Management','Americas- AMG'
14752,'Desmond Hendrix',M,05/09/1990,29,30/07/2015,59,242193.75,107718.75,134475,55.52,'Software Development Engineer in Test.Senior II.','Media Portal'
17973,'Forrest Walton',M,15/02/1990,30,08/05/2017,38,139161.25,119918.75,19242.5,13.83,'Technical Solutions Engineer..','AmaTec - Americas TSE'
5545,'Adrienne Vasquez',F,31/05/1981,39,06/07/2010,120,285235,154610,130625,45.8,'Manager..Software Development Engineer in Test','Media Analytics'
4961,'Erick Oconnor',M,25/06/1982,38,14/09/2009,130,600000,424011.25,175988.75,29.33,Manager.Senior.Engineering,'Platform Mapping Engineering'
6400,'Antoine Cordova',M,21/06/1985,35,29/08/2011,106,357247.5,152050,205197.5,57.44,Manager..Engineering,'Corporate Systems'
4909,'Jacob Fields',M,22/09/1984,35,20/07/2009,131,223601.25,139746.25,83855,37.5,'Network Delivery Architect II..','Networks - Planning'
19052,'Modesto Murray',M,12/06/1986,34,21/09/2017,33,146828.75,117616.25,29212.5,19.9,'Client Service Manager..','Americas- AMG'
4677,'Donte Wade',M,02/01/1982,38,16/02/2009,136,640008.75,293603.75,346405,54.13,'Relationship Manager.Senior.','Media AMER Sales ECG'
3434,'Hans Brooks',M,09/10/1982,37,15/03/2007,160,426501.25,207931.25,218570,51.25,'Manager.Senior.Technical Support','AmaTec - Mgmt'
5699,'Jim Rich',M,18/09/1977,42,30/08/2010,118,274336.25,143858.75,130477.5,47.56,'Manager..HR Operations','International - HR Operations'
4086,'Erich Anthony',M,14/11/1983,36,07/01/2008,150,326912.5,195896.25,131016.25,40.08,'Manager..Software Development Engineer in Test','Media Experience SQA'
3989,'Tracy Curry',M,03/11/1984,35,01/04/2008,147,452123.75,191753.75,260370,57.59,'Manager..Reliability Engineering',Technology
6563,'Darren Randolph',M,01/08/1986,33,17/11/2011,103,300991.25,237966.25,63025,20.94,'Practice Manager..','GSS Service Delivery Mgmt'
12161,'Estelle Clark',F,24/04/1990,30,02/06/2016,49,135338,80778,54560,40.31,'Systems Administrator II..UNIX','Enterprise Infrastructure Services'
14236,'Leticia Howe',F,01/07/1989,31,18/05/2015,61,112295,97552,14743,13.13,'Software Engineer II..','CIO Management'
5785,'Petra Silva',F,05/03/1986,34,03/01/2012,102,177575,137190,40385,22.74,'Business Operations Analyst.Senior Lead.','Marketing - Operations'
21613,'Wilson Juarez',M,10/07/1991,29,25/03/2019,15,111027.5,63255,47772.5,43.03,'Booking Operations Analyst..','Financial Planning and Analysis'
2930,'Nicky Pennington',M,22/05/1980,40,20/09/2005,177,415152.5,296511.25,118641.25,28.58,'Manager.Senior.Business Operations','Global Channel - Programs Support'
14596,'Beth Lyons',F,20/01/1991,29,06/07/2015,60,76377,65039,11338,14.84,'Billing Specialist..','Finance - Customer Revenue Operations GA'
15790,'Dane Ruiz',M,20/12/1977,42,18/04/2016,50,419605,215377.5,204227.5,48.67,Manager..Engineering,'Media Services Engineering'
19731,'Reba Evans',F,26/11/1991,28,11/01/2018,30,180086,141446,38640,21.46,'Software Engineer.Senior.','LUNA/OPEN Engineering'
17136,'Houston Montes',M,06/02/1973,47,05/01/2017,42,462197.5,326481.25,135716.25,29.36,'Manager.Senior.Systems Administration','Enterprise Infrastructure Services'
19740,'Beatriz Kirby',F,16/10/1985,34,11/01/2018,30,79168,71525,7643,9.65,'Payroll Analyst..','Finance - Accounting'
11945,'Carter Waller',M,24/07/1977,42,02/02/2015,65,600463.75,296760,303703.75,50.58,Manager.Senior.Engineering,'Media Portal'
20805,'Evangeline Hayes',F,04/03/1984,36,06/09/2018,22,55446,52213,3233,5.83,'Product Operations Analyst.Associate.','IT Product Management  Ops'
22222,'Ollie Herrera',F,12/03/1988,32,22/07/2019,11,143800,118089,25711,17.88,'Business Operations Analyst.Senior.','Marketing - Operations'
8516,'Carissa Cummings',F,09/01/1987,33,06/05/2013,86,150889,98775,52114,34.54,'Performance Engineer.Senior.','Product - Custom'
14429,'Jordon Cardenas',M,15/10/1989,30,15/06/2015,61,170758.75,118331.25,52427.5,30.7,'Systems Administrator II..Windows','Enterprise Infrastructure Services'
18800,'Paulette Irwin',F,23/06/1991,29,14/08/2017,35,220634,182178,38456,17.43,'Software Development Engineer in Test.Senior II.','Media Experience SQA'
17259,'Miquel Marshall',M,16/04/1984,36,30/01/2017,41,131016.25,108916.25,22100,16.87,'Documentation and Training Specialist..','Engineering Learning'
5637,'Gilda Frazier',F,22/12/1981,38,31/01/2011,113,121945,104423,17522,14.37,'Collections Specialist.Senior Lead.','Finance - Customer Revenue Operations GA'
19156,'Emmett Ho',M,06/02/1991,29,09/10/2017,33,157590,126622.5,30967.5,19.65,'Q/A Engineer.Senior.','IT DevOps'
14782,'Martha Edwards',F,01/04/1991,29,06/08/2015,59,129672,108135,21537,16.61,'Technical Solutions Engineer II..','AmaTec - Weekend TSE'
4580,'Foster Durham',M,13/08/1983,36,03/11/2008,140,463661.25,254490,209171.25,45.11,Architect.Senior.,'Media Experience Product Architecture'
4422,'Tiffany Booker',F,26/08/1968,51,18/08/2008,142,183373,115723,67650,36.89,'Technical Writer.Senior II.','LUNA User Experience Design'
6480,'Forrest Francis',M,20/08/1981,38,03/10/2011,105,385532.5,249910,135622.5,35.18,Manager..Engineering,'Media Analytics'
4760,'George Weeks',M,20/06/1984,36,20/04/2009,134,233137.5,172568.75,60568.75,25.98,Manager..Finance,'Web Division Finance'
19889,'Nathanael Ross',M,31/05/1987,33,19/02/2018,28,186968.75,163152.5,23816.25,12.74,'Client Service Manager.Senior.','EMEA - AMG'
16440,'Ty Conway',M,24/08/1982,37,18/07/2016,47,140628.75,112312.5,28316.25,20.14,'Client Service Manager.Senior.','EMEA - AMG'
17442,'Jacinto Arellano',M,19/05/1989,31,09/03/2017,40,248335,192911.25,55423.75,22.32,'Software Development Engineer in Test.Senior Lead.','Web Shared Engineering - Performance'
10505,'Marshall Odonnell',M,05/03/1984,36,02/06/2014,73,294806.25,180313.75,114492.5,38.84,'Software Development Engineer in Test.Senior II.','Media Services Engineering'
8266,'Annmarie Garcia',F,25/08/1978,41,30/07/2018,23,195114,144455,50659,25.96,'Instructional Designer.Senior.','Learning  Development'
8433,'Genevieve Cooper',F,25/12/1985,34,22/04/2013,86,195954,141528,54426,27.77,'Program Manager.Senior.Technical','CIO Management'
19969,'Dale Doyle',M,14/11/1989,30,13/03/2018,28,216268.75,136190,80078.75,37.03,'Solutions Architect II.Lead.','Service Delivery DPM'
14255,'Horace Wilkinson',M,27/05/1992,28,18/05/2015,61,128761.25,89698.75,39062.5,30.34,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA'
7668,'Hosea Acosta',M,23/08/1983,36,08/10/2012,93,300070,185008.75,115061.25,38.34,'Systems Support Engineer.Senior II Lead.','IT DevOps'
16360,'Tristan Briggs',M,11/01/1987,33,04/07/2016,48,263865,166252.5,97612.5,36.99,'Software Engineer.Senior II.','App Architecture  Integration Services'
8768,'Dana Robbins',M,15/05/1988,32,24/06/2013,84,181195,122726.25,58468.75,32.27,'Web Developer II..','Marketing - Website Management'
8090,'Burt Vincent',M,03/01/1980,40,04/02/2013,89,350706.25,254705,96001.25,27.37,'Manager..Service Line','APJ Security Management'
19021,'Pierre Andersen',M,01/08/1974,45,18/09/2017,33,397952.5,229067.5,168885,42.44,'Manager..Q/A Engineering','Enterprise Access Engineering'
17164,'Lesley Ellison',M,27/04/1986,34,12/01/2017,42,348598.75,249661.25,98937.5,28.38,'Software Engineer.Senior II.','Media Portal'
15049,'Erasmo Bird',M,19/05/1982,38,28/09/2015,57,220063.75,138956.25,81107.5,36.86,'Software Engineer II..','Corporate Systems'
3245,'Coleman Davies',M,17/02/1982,38,10/01/2013,90,185212.5,110168.75,75043.75,40.52,Accountant.Senior.,'Finance - Accounting'
14785,'Aldo Daniel',M,21/08/1990,29,06/08/2015,59,133546.25,114942.5,18603.75,13.93,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
5960,'Jamar Cummings',M,20/05/1975,45,18/01/2011,113,772546.25,384131.25,388415,50.28,'Director..Product Line','Media  Carrier Business Development'
11933,'Elias Dorsey',M,22/12/1988,31,29/01/2015,65,229910,114963.75,114946.25,50,'Platform Operations Engineer.Senior.','Platform Operations'
19117,'Felipe Novak',M,14/01/1981,39,05/10/2017,33,330598.75,213403.75,117195,35.45,'Practice Manager..','GSS Service Delivery Mgmt'
21839,'Burton Glover',M,08/02/1987,33,16/05/2019,13,316241.25,182915,133326.25,42.16,'System Operations Engineer.Senior II.','Enterprise Access Engineering'
8814,'Blake Hall',M,08/05/1991,29,01/07/2013,84,329597.5,188637.5,140960,42.77,'Software Engineer.Senior II.','LUNA/OPEN Engineering'
16432,'Keith Deleon',M,22/08/1989,30,14/07/2016,48,281090,108722.5,172367.5,61.32,'Software Engineer.Senior II.','Media Analytics'
8588,'Virgil Herrera',M,09/06/1988,32,14/11/2013,80,246891.25,189942.5,56948.75,23.07,'Web Developer.Senior Lead.','Marketing - Website Management'
12060,'Cleveland Cisneros',M,24/03/1988,32,02/03/2015,64,219493.75,141415,78078.75,35.57,'Technical Solutions Engineer II.Lead.','AmaTec - APJ TSE'
20543,'Ed Whitaker',M,29/09/1981,38,16/07/2018,23,335468.75,253148.75,82320,24.54,'Manager..Technical Support','AmaTec - Mgmt'
8234,'Waldo Booker',M,14/06/1981,39,11/03/2013,88,238257.5,177066.25,61191.25,25.68,'Financial Analyst.Senior Lead.','Web Division Finance'
8690,'Millard Werner',M,29/10/1986,33,10/06/2013,85,127592.5,108470,19122.5,14.99,'Business Operations Analyst..','Finance - Customer Revenue Operations GA'
14835,'Roberto Sparks',M,12/03/1981,39,17/08/2015,58,376162.5,204213.75,171948.75,45.71,Architect.Lead.,'Media Portal'
8592,'Micah Dunlap',M,02/11/1983,36,20/05/2013,85,645096.25,349306.25,295790,45.85,'Software Engineer.Principal Lead.','Enterprise Applications'
22354,'Kelvin Gamble',M,25/10/1988,31,19/08/2019,10,312416.25,156241.25,156175,49.99,'Systems Engineer.Senior.','Developer Productivity'
9237,'Armando Nash',M,05/02/1990,30,10/10/2013,81,157436.25,131240,26196.25,16.64,'Technical Consultant..','Media AMER PreSales Inside Sales  ECG'
18619,'Eric Harrell',M,22/05/1988,32,17/07/2017,35,252886.25,168998.75,83887.5,33.17,'Software Development Engineer in Test.Senior.','DPM Engineering'
12277,'Jude Jones',M,19/03/1985,35,06/04/2015,63,280187.5,166030,114157.5,40.74,'Capacity Planning Manager..','Networks - Planning'
9333,'Elroy Wu',M,12/12/1977,42,11/11/2013,80,638701.25,331481.25,307220,48.1,'Software Engineer.Principal Lead.','Enterprise Networks'
8849,'Terry Chung',M,09/03/1988,32,04/05/2015,62,127853.75,78138.75,49715,38.88,'Human Resources Specialist II..','International - HR Operations'
8091,'Abel Moreno',M,10/02/1989,31,04/02/2013,89,317281.25,186861.25,130420,41.11,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
21772,'Stewart Ballard',M,30/09/1992,27,02/05/2019,14,243892.5,188741.25,55151.25,22.61,'Software Engineer.Senior.','IT DevOps'
8360,'Jere Middleton',M,12/11/1989,30,26/03/2018,27,261722.5,160205,101517.5,38.79,'Engagement Manager II..','APJ EM - SA/IN'
18267,'Dion Velez',M,08/12/1986,33,05/06/2017,37,220488.75,155423.75,65065,29.51,'Software Engineer.Senior.','LUNA/OPEN Engineering'
10872,'Arnoldo Mack',M,14/07/1985,35,01/08/2014,71,332410,239732.5,92677.5,27.88,'Software Engineer.Senior II Lead.','Media Analytics'
10521,'Geraldo Proctor',M,30/03/1984,36,05/06/2014,73,297903.75,181795,116108.75,38.98,'Software Development Engineer in Test.Senior II Lead.','Storage Engineering'
18479,'Emile Palmer',M,29/11/1988,31,29/06/2017,36,294547.5,217836.25,76711.25,26.04,'Security Operations Center Network Engineer..','APJ Security Services - SOCC'
8816,'Damien Roberts',M,04/11/1991,28,01/07/2013,84,319021.25,194713.75,124307.5,38.97,'Product Support Engineer.Senior.','AmaTec - PSG'
19440,'Edward Bradley',M,27/07/1989,30,02/11/2017,32,123848.75,96897.5,26951.25,21.76,'Client Service Manager..','Americas- AMG'
11168,'Lolita Compton',F,07/02/1991,29,22/09/2014,69,139902,113127,26775,19.14,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
5224,'Annie Maynard',F,29/11/1983,36,15/03/2010,124,216763,166083,50680,23.38,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA'
1934,'Kristin Cooley',F,07/02/1978,42,01/08/2008,143,169588,129805,39783,23.46,'Solutions Architect.Senior II.','Service Delivery Special Projects'
21156,'Adalberto Zavala',M,09/11/1987,32,10/12/2018,19,387775,288242.5,99532.5,25.67,'Product Support Engineer.Senior Lead.','Enterprise Networks'
17486,'Isreal Barton',M,06/08/1987,32,16/03/2017,39,300783.75,182687.5,118096.25,39.26,'Software Engineer.Senior II.','Corporate Systems'
5953,'Pat Malone',M,05/03/1981,39,03/01/2011,114,257168.75,198055,59113.75,22.99,'Applications Developer.Senior.','Marketing - Website Management'
3156,'Asa Evans',M,26/12/1982,37,18/04/2006,170,161747.5,129185,32562.5,20.13,'Channel Support Manager..','Global Channel - Programs Support'
4761,'Basil Edwards',M,26/08/1978,41,20/04/2009,134,167760,117207.5,50552.5,30.13,'Partner Services Manager.Senior.','Americas- AMG'
5801,'Frances Oneal',M,12/03/1987,33,11/10/2010,117,302603.75,191558.75,111045,36.7,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA'
5459,'Toby Newman',M,24/03/1980,40,07/06/2010,121,289722.5,170072.5,119650,41.3,'Reliability Engineer.Senior.',Technology
21855,'Adolph Fitzpatrick',M,04/02/1988,32,16/05/2019,13,237361.25,132860,104501.25,44.03,'Software Engineer.Senior.','Media Portal'
2924,'Quinn Marquez',M,27/11/1978,41,14/09/2005,178,294708.75,127930,166778.75,56.59,Manager..Payroll,'Finance - Accounting'
3892,'Damian Brooks',M,12/04/1982,38,03/01/2013,90,385350,272881.25,112468.75,29.19,'Software Development Engineer in Test.Principal Lead.','Media Ghost'
19426,'Kristofer Lambert',M,25/09/1990,29,30/10/2017,32,106801.25,94821.25,11980,11.22,'Client Service Manager..','APJ - AMG'
14628,'Jaime Munoz',M,23/11/1987,32,13/07/2015,60,176813.75,128542.5,48271.25,27.3,'Q/A Engineer.Senior.','GSS EPIC Engineering (HC COGS)'
4941,'Maurice Bradley',M,24/09/1982,37,24/08/2009,130,283371.25,193963.75,89407.5,31.55,'Manager.Senior.Financial Operations','Finance - Customer Revenue Operations GA'
7024,'Truman Moore',M,18/02/1982,38,26/04/2012,98,399811.25,277960,121851.25,30.48,'Manager.Senior.Sales Operations','Media Division Sales Ops'
19397,'Dale Sullivan',M,06/07/1991,29,22/03/2018,27,168147.5,130816.25,37331.25,22.2,'Software Engineer II..','Networks - Productivity - Systems'
9358,'Rafael Weiss',M,07/08/1983,36,18/11/2013,79,210570,171051.25,39518.75,18.77,'Lead..Account Management','Americas- AMG'
15294,'Lemuel Noble',M,20/08/1985,34,05/11/2015,56,263231.25,115690,147541.25,56.05,'Software Engineer.Senior II.','Enterprise Applications'
22219,'Jessie Chambers',M,05/06/1980,40,22/07/2019,11,277708.75,147753.75,129955,46.8,'Network Account Manager..','Networks - APJ Infrastructure'
17880,'Vincenzo Santos',M,02/06/1985,35,08/08/2019,11,239250,156616.25,82633.75,34.54,'Software Engineer.Senior.','Corporate Systems'
15096,'Caroline Allison',F,15/05/1990,30,01/10/2015,57,146755,101126,45629,31.09,'Software Development Engineer in Test.Senior.','LUNA/OPEN Engineering'
15648,'Marion Mora',M,26/07/1989,30,07/03/2016,52,156170,136301.25,19868.75,12.72,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
18339,'Nora Malone',F,06/02/1993,27,15/06/2017,37,107930,85109,22821,21.14,'Services Analyst II..','Service Delivery Excellence'
16019,'Brian Nguyen',M,22/12/1989,30,16/05/2016,49,117933.75,90267.5,27666.25,23.46,'Systems Support Engineer II..','IT DevOps'
20582,'Alfredo Alexander',M,18/10/1990,29,23/07/2018,23,208043.75,161255,46788.75,22.49,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
21985,'Norris Garrett',M,05/05/1987,33,06/06/2019,13,201523.75,127911.25,73612.5,36.53,'Release Engineer.Senior.','Media Analytics'
16551,'Eldridge Mclaughlin',M,04/07/1989,31,25/07/2019,11,193416.25,120300,73116.25,37.8,'Software Engineer.Senior.','Corporate Systems'
22679,'Lynnette Morgan',F,09/10/1992,27,14/10/2019,9,174588,148671,25917,14.84,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
19852,'Sallie Gomez',F,25/03/1990,30,08/02/2018,29,89629,80282,9347,10.43,'Client Service Manager..','Americas- AMG'
15346,'Dexter Rasmussen',M,16/09/1990,29,23/11/2015,55,128535,113318.75,15216.25,11.84,'Client Service Manager.Senior.','Americas- AMG'
12372,'Elise Golden',F,16/09/1981,38,16/04/2015,62,340533,185036,155497,45.66,'Product Manager.Senior.','IT Product Management  Ops'
21782,'Rosalyn Meyers',F,09/11/1991,28,06/05/2019,14,156900,115453,41447,26.42,'Software Engineer II..','Enterprise Applications'
17693,'Leon Kramer',M,25/07/1991,28,27/03/2017,39,119953.75,95901.25,24052.5,20.05,'Q/A Engineer II..','IT DevOps'
17400,'Lyman Sparks',M,28/07/1993,26,27/02/2017,40,132928.75,122706.25,10222.5,7.69,'Business Operations Analyst II..','Global Sales Ops'
20507,'Mauro Mcgee',M,30/11/1984,35,09/07/2018,24,330860,197070,133790,40.44,'Software Engineer.Senior II.','Media Ghost'
18917,'Chauncey Hughes',M,08/08/1992,27,04/09/2017,34,202976.25,124250,78726.25,38.79,'Software Engineer II..','Media Analytics'
21131,'Ervin Roach',M,09/07/1989,31,22/11/2018,19,264677.5,146787.5,117890,44.54,'Software Engineer.Senior.','Media Ghost'
17318,'Judith Cherry',F,08/08/1993,26,09/02/2017,41,156330,120663,35667,22.82,'Software Development Engineer in Test.Senior.','Media Ghost'
18998,'Vaughn Horton',M,12/06/1992,28,14/09/2017,34,137940,108552.5,29387.5,21.3,'Technical Solutions Engineer..','AmaTec - Americas TSE'
17752,'Claud Jacobs',M,27/07/1992,27,06/04/2017,39,160325,120741.25,39583.75,24.69,'Software Engineer II..','LUNA/OPEN Engineering'
17641,'Vivian Ross',F,26/11/1993,26,20/03/2017,39,185361,139341,46020,24.83,'Product Support Engineer..','Enterprise Networks'
21441,'Rachelle Flowers',F,25/12/1991,28,31/01/2019,17,103008,91846,11162,10.84,'Q/A Engineer II..','AmaTec - APS'
16328,'Garrett Doyle',M,31/12/1992,27,04/07/2016,48,124192.5,114678.75,9513.75,7.66,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
22678,'Rick Costa',M,21/08/1992,27,14/10/2019,9,192921.25,154595,38326.25,19.87,'Solutions Architect II..','Service Delivery DPM'
21418,'Lazaro Vazquez',M,18/03/1992,28,24/01/2019,17,119586.25,93398.75,26187.5,21.9,'Technical Solutions Engineer..','AmaTec - Americas TSE'
19967,'Nathanial Sosa',M,11/03/1985,35,15/03/2018,28,160978.75,135828.75,25150,15.62,'Systems Administrator II..UNIX','Enterprise Infrastructure Services'
21067,'Granville Armstrong',M,22/01/1991,29,10/10/2019,9,143356.25,136596.25,6760,4.72,'Systems Administrator..','Enterprise Infrastructure Services'
20402,'Robyn Marks',F,24/11/1992,27,21/06/2018,24,98565,71037,27528,27.93,'Software Development Engineer in Test II..','Media Experience SQA'
16354,'Jerald Best',M,19/02/1983,37,30/06/2016,48,197143.75,161938.75,35205,17.86,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
22252,'Mauricio Donovan',M,13/03/1992,28,25/07/2019,11,213250,129546.25,83703.75,39.25,'Software Engineer.Senior.','Media Analytics'
15763,'Patricia Perez',M,02/11/1990,29,11/04/2016,51,170887.5,150547.5,20340,11.9,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
19707,'Hollie Mcneil',F,07/05/1991,29,01/10/2018,21,107108,83982,23126,21.59,'Software Development Engineer in Test II..','IT DevOps'
14635,'Minh Blackwell',M,05/01/1989,31,13/07/2015,60,233252.5,161857.5,71395,30.61,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
21767,'Russ Green',M,17/05/1988,32,29/04/2019,14,198871.25,163018.75,35852.5,18.03,'Solutions Architect II..','Mobile Product'
22170,'Leola Page',F,05/07/1992,28,11/07/2019,12,124546,107013,17533,14.08,'Technical Solutions Engineer..','AmaTec - APJ TSE'
22435,'Bret Li',M,12/10/1992,27,05/09/2019,10,161812.5,124357.5,37455,23.15,'Financial Analyst II..','Web Division Finance'
14844,'Damion Brown',M,05/08/1989,30,20/08/2015,58,208113.75,131727.5,76386.25,36.7,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
18694,'Christi Bishop',F,05/05/1990,30,27/07/2017,35,107751,48781,58970,54.73,'Software Engineer..','Networks - Productivity - Systems'
16288,'Willis Church',M,05/07/1992,28,23/06/2016,48,138303.75,93176.25,45127.5,32.63,'Solutions Architect..','Service Delivery Americas Web'
19816,'Ben Lopez',M,01/04/1991,29,29/01/2018,29,122263.75,91025,31238.75,25.55,'Software Development Engineer in Test II..','Media Experience SQA'
21475,'Coy Mack',M,15/07/1987,33,04/02/2019,17,139656.25,120198.75,19457.5,13.93,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
19017,'Aldo Barajas',M,26/01/1991,29,18/09/2017,33,130768.75,116055,14713.75,11.25,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
17211,'Gloria Bennett',F,20/10/1990,29,23/01/2017,41,121682,97729,23953,19.68,'Business Systems Analyst.Senior.','Corporate Systems'
20359,'Wm Castaneda',M,10/08/1990,29,11/06/2018,25,245783.75,147488.75,98295,39.99,'Q/A Engineer.Senior.','Enterprise Access Engineering'
18799,'Maxwell Wilcox',M,13/11/1983,36,14/08/2017,35,130110,114201.25,15908.75,12.23,'Client Service Manager..','EMEA - AMG'
19041,'Keneth Quinn',M,15/05/1990,30,21/09/2017,33,108803.75,89122.5,19681.25,18.09,'Technical Solutions Engineer..','AmaTec - Americas TSE'
21494,'Broderick Bailey',M,01/01/1989,31,11/02/2019,17,124460,88428.75,36031.25,28.95,'Security Operations Technician II..','APJ Security Services - SOCC'
21684,'Douglass Orozco',M,08/01/1991,29,11/04/2019,15,99777.5,87672.5,12105,12.13,'Account Service Manager..','Americas- AMG'
18275,'Tyrell Jacobson',M,30/09/1991,28,05/06/2017,37,189138.75,125300,63838.75,33.75,'Software Engineer.Senior.','Enterprise Applications'
20701,'Timmy Figueroa',M,21/05/1982,38,20/08/2018,22,606072.5,259003.75,347068.75,57.27,'Product Manager.Senior.','Technology Research and Evangelism'
17929,'Brett Rose',M,15/01/1991,29,04/05/2017,38,187792.5,138410,49382.5,26.3,'Solutions Architect II..','APJ Security Services'
20119,'Arden Farley',M,20/04/1991,29,26/04/2018,26,227791.25,174205,53586.25,23.52,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
17102,'John Dunn',M,21/09/1991,28,26/12/2016,42,219542.5,175070,44472.5,20.26,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
19455,'Del Parks',M,30/06/1989,31,06/11/2017,32,296915,181381.25,115533.75,38.91,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
22456,'Reid Gordon',M,06/06/1990,30,09/09/2019,10,246705,203678.75,43026.25,17.44,'Site Reliability Engineer.Senior.','Security Engineering'
21788,'Seymour Hull',M,29/08/1990,29,06/05/2019,14,313625,232760,80865,25.78,'Software Engineer.Senior.','Enterprise Networks'
17203,'Jack Mcgee',M,15/07/1988,32,23/01/2017,41,429037.5,239377.5,189660,44.21,'Developer Evangelist..','Web Developer Relations'
18654,'Lindsay Anthony',F,02/11/1993,26,24/07/2017,35,96376,84520,11856,12.3,'Media Operations Engineer..','AmaTec - BOCC'
14323,'Claude Moore',M,28/07/1986,33,28/05/2015,61,232302.5,148170,84132.5,36.22,'Systems Support Engineer.Senior.','Media Reliability Engineering'
22607,'Helga Burch',F,02/06/1990,30,26/09/2019,9,97646,85584,12062,12.35,'Solutions Architect..','GSS EPIC Product Evaluation'
18582,'Diann Savage',F,29/11/1990,29,13/07/2017,36,126334,113651,12683,10.04,'Solutions Architect II..','Service Delivery Americas Media'
22288,'Forest Pruitt',M,16/11/1992,27,05/08/2019,11,214985,168842.5,46142.5,21.46,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
16450,'Kieth Burch',M,21/07/1992,27,18/07/2016,47,207250,144936.25,62313.75,30.07,'Relationship Manager II..','Media AMER Sales ECG'
20087,'Arline Bryan',F,16/08/1989,30,19/04/2018,26,225910,175009,50901,22.53,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA'
20817,'Jules Humphrey',M,25/11/1990,29,10/09/2018,22,187121.25,152916.25,34205,18.28,'Media Operations Engineer..','Amatec - BOCC/EMM'
20577,'Emmitt Yu',M,10/10/1990,29,23/07/2018,23,152480,124165,28315,18.57,'System Operations Engineer..','Media Reliability Engineering'
16521,'Hung Bryant',M,29/06/1992,28,04/08/2016,47,217713.75,134030,83683.75,38.44,'Technical Solutions Engineer II..','AmaTec - CIAM'
16438,'Chris Bell',M,09/02/1992,28,14/07/2016,48,171892.5,150502.5,21390,12.44,'Technical Solutions Engineer II..','AmaTec - Weekend TSE'
17490,'Domingo Swanson',M,10/08/1989,30,16/03/2017,39,88186.25,78288.75,9897.5,11.22,'Client Service Manager.Associate.','EMEA - AMG'
17208,'Esther Patton',F,08/05/1991,29,23/01/2017,41,102958,74423,28535,27.72,'Security Operations Technician.Senior.','APJ Security Services - SOCC'
15301,'Dana Gregory',M,29/09/1986,33,09/11/2015,56,237851.25,188543.75,49307.5,20.73,'Technical Project Manager II..','Web Americas - ECG'
19193,'Stacey Robertson',M,02/08/1992,27,16/10/2017,32,236391.25,183582.5,52808.75,22.34,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
19579,'Kim Schneider',M,15/03/1989,31,30/11/2017,31,98206.25,67991.25,30215,30.77,'Systems Administrator..','Enterprise Infrastructure Services'
22365,'Claudia Curtis',F,12/10/1992,27,19/08/2019,10,93185,74356,18829,20.21,'Release Engineer II..','IT DevOps'
22448,'Jaime Tate',M,22/08/1993,26,12/09/2019,10,169833.75,145728.75,24105,14.19,'Software Development Engineer in Test.Senior.','Media Experience SQA'
20918,'Jim Thompson',M,29/09/1992,27,04/10/2018,21,99311.25,78957.5,20353.75,20.49,'Software Development Engineer in Test..','Media Experience SQA'
18960,'Dane Gaines',M,22/10/1987,32,07/09/2017,34,197270,135891.25,61378.75,31.11,'Solutions Architect II..','Service Delivery Special Projects'
21849,'Martin White',M,20/02/1991,29,16/05/2019,13,325000,209325,115675,35.59,'Support Delivery Manager..','AmaTec - SDM'
17060,'Freddy Stuart',M,21/02/1992,28,19/12/2016,42,79736.25,75895,3841.25,4.82,'Server Tech Services Engineer..','Networks - APJ Infrastructure'
19485,'Theodore Burke',M,18/12/1989,30,09/11/2017,32,98496.25,86302.5,12193.75,12.38,'Network Engagement Consultant..','Networks - APJ Infrastructure'
21578,'Elinor Price',F,30/03/1992,28,14/03/2019,16,80333,70535,9798,12.2,'Release Engineer II..','Media Delivery Product Engineering'
